PS_BU,REG_STORE_NUM,REGION,STORE_NAME,STORE_ABBR,POSTYPE,ADDR1,ADDR2,CITY,STATE_PROVINCE,POSTAL_CODE,COUNTRY,PHONE,FAX,SERVERNAME,LASTUSER,TIMESTAMP
10065,37,MA,Vienna,VNA,IBM::EST,143 Maple Ave East,NULL,Vienna,VA,22180,USA,703.319.2000,703.319.2001,MAVNA,MDM,11/1/2012 20:19
10039,5015,MA,Georgetown,GTN,IBM::EST,2323 Wisconsin Ave N.W.,NULL,Washington,DC,20007,USA,202.333.5393,202.333.5392,MAGTN,kaluzaj,6/15/2005 10:45
10135,48,MA,P Street,PST,IBM::EST,1440 P Street NW,NULL,Washington,DC,20005,USA,202.332.4300,202.265.0061,MAPST,MDM,11/1/2012 20:19
10062,24,MA,Tenley Town,TEN,IBM::EST,4530 40th St NW,Tenley Circle,Washington,DC,20016,USA,202.237.5800,202.237.1115,MATEN,MDM,11/1/2012 20:19
10094,10094,SO,Briarcliff,BCF,IBM::EST,2111 Briarcliff Rd,NULL,Atlanta,GA,30329,USA,404.634.7800,404.634.0229,SOBCF,MDM,11/1/2012 20:19
10136,10136,SO,Sandy Springs,SDY,IBM::EST,5930 Roswell Rd,NULL,Atlanta,GA,30328,USA,404.236.0810,404.236.0339,SOSDY,MDM,11/1/2012 20:19
10182,101,SO,Alpharetta,ARE,CLOSED,1180 Upper Hembree Rd,NULL,Roswell,GA,30076,USA,770.664.6300,770.772.9070,SOARE,MDM,10/14/2014 8:19
10184,108,SO,Cobb,COB,IBM::EST,70 Powers Ferry Rd SE,NULL,Marietta,GA,30067,USA,770.578.4400,770.509.8707,SOCOB,MDM,11/1/2012 20:19
10183,6011,SO,Gwinnett (closed),GWI,CLOSED,2025 Satellite Point,NULL,Duluth,GA,30096,USA,770.416.6900,770.409.3519,SOGWI,kaluzaj,9/18/2006 9:50
10051,6001,MA,Charlottesville (Closed),CVL,Closed,300 Shoppers World Court,NULL,Charlottesville,VA,22901,USA,434.973.4900,434.973.4650,MACVL,Karen.Sm,6/6/2011 18:23
10008,10008,SO,Chapel Hill,CHP,IBM::EST,81 South Elliott Rd,NULL,Chapel Hil,NC,27514,USA,919.968.1983,919.967.0228,SOCHP,MDM,7/15/2015 8:26
10016,6004,SO,Raleigh,RAL,IBM::EST,3540 Wade Ave,NULL,Raleigh,NC,27607,USA,919.497.1602,919.828.5825,SORAL,kaluzaj,6/15/2005 10:43
10132,10132,SO,Cary,CAR,IBM::EST,102B New Waverly Place,NULL,Cary,NC,27518,USA,919.816.8830,919.816.8831,SOCAR,MDM,11/1/2012 20:19
10041,10041,SO,Durham,DRH,IBM::EST,621 Broad St,NULL,Durham,NC,27705,USA,919-286-2290,919-286-7816,SODRH,MDM,11/6/2014 15:31
10110,10110,SO,Winston-Salem,WIN,IBM::EST,41 Miller Rd,NULL,Winston-Salem,NC,27104,USA,336.722.9233,336.722.9231,SOWIN,MDM,11/1/2012 20:19
10168,549,MW,Yorkville,YRK,BEAN::EST,87 Avenue Rd,NULL,Toronto,ON,M5R-3R9,CAN,416.944.0500,416.944.0700,MWYRK,MDM,12/10/2012 14:55
10017,4001,MW,Lincoln Park(Closed),LCN,Closed,1000 West North Ave,NULL,Chicago,IL,60622,USA,312.587.0648,312.587.0606,MWLCN,blantona,5/19/2009 16:14
10040,39,MW,Lakeview,LKV,IBM::CST,3300 N. Ashland,NULL,Chicago,IL,60657,USA,773.244.4200,773.244.4074,MWLKV,MDM,11/1/2012 20:19
10029,4003,MW,River Forest,RVF,IBM::CST,7245 Lake St,NULL,River Forest,IL,60305,USA,708.366.1045,708.366.1044,MWRVF,blantona,3/13/2008 12:35
10076,43,MW,Evanston,EVN,IBM::CST,1640 Chicago Ave,NULL,Evanston,IL,60201,USA,847.733.1600,847.733.1670,MWEVN,MDM,11/1/2012 20:19
10055,546,MW,Palatine Closed,PTN,CLOSED,1331 North Rand Rd,NULL,Palatine,IL,60074-2922,USA,847.776.8080,847.776.8083,MWPTN,MDM,9/8/2015 12:13
10068,42,MW,Wheaton,WTN,IBM::CST,151 Rice Lake Square,NULL,Wheaton,IL,60189,USA,630.588.1500,630.588.0292,MWWTN,MDM,11/1/2012 20:19
10107,517,MW,Gold Coast,GST,IBM::CST,30 West Huron St,NULL,Chicago,IL,60654,USA,312.932.9600,312.932.9700,MWGST,MDM,11/1/2012 20:19
10116,440,MW,Deerfield,DRF,IBM::CST,760 Waukegan Rd,NULL,Deerfield,IL,60015,USA,847.444.1900,847.444.1231,MWDRF,MDM,11/1/2012 20:19
10018,4007,MW,Stadium (closed),STA,CLOSED,2398 East Stadium Blvd,NULL,Ann Arbor,MI,48104,USA,734.971.3366,734.971.7717,MWSTA,kaluzaj,6/15/2005 10:44
10079,4008,MW,Plymouth (closed),PLY,CLOSED,2789 Plymouth Rd,NULL,Ann Arbor,MI,48105,USA,734.769.0900,734.769.9404,MWPLY,kaluzaj,6/8/2004 13:00
10080,4009,MW,Rochester Hills (Closed),RCR,CLOSED,1404 Walton Blvd,NULL,Rochester Hills,MI,48309,USA,248.652.2100,248.652.3273,MWRCR,blantona,8/6/2008 8:57
10081,512,MW,Somerset,SST,IBM::EST,2880 West Maple,NULL,Troy,MI,48084,USA,248.649.9600,248.649.1141,MWSST,MDM,11/1/2012 20:19
10120,19,MW,West Bloomfield,WBF,IBM::EST,7350 Orchard Lake Rd,NULL,West Bloomfield,MI,48322,USA,248.538.4600,248.538.4601,MWWBF,MDM,11/1/2012 20:19
10035,538,MW,St Paul,STP,IBM::CST,30 South Fairview,NULL,St Paul,MN,55105,USA,651.690.0197,651.690.0382,MWSTP,MDM,6/12/2013 9:35
10522,331,SW,Broad Street,BDS,ACS::CST,300 N Broad St,NULL,New Orleans,LA,70119,USA,504-434-3364,NULL,SWBDS,MDM,2/4/2014 10:06
10495,580,MW,Park Ridge,PKR,IBM::CST,225 W. Touhy Avenue,NULL,Park Ridge,IL,60068,USA,847 292 7100,NULL,MWPKR,MDM,11/6/2013 8:20
10505,356,SW,Uptown Dallas,UTD,ACS::CST,2510 McKinney Ave,NULL,Dallas,TX,75201,USA,469-518-5814,NULL,SWUTD,menezesma,8/13/2015 9:44
10479,423,NC,Davis,DAV,IBM::PST,500 First Street,NULL,Davis,CA,95616,USA,530.750.2266,530.750.2277,NCDAV,MDM,11/1/2012 20:19
10481,573,MW,Orland Park,OLP,IBM::CST,15260 South La Grange Road,NULL,Orland Park,IL,60462,USA,(708) 364-1350,NULL,MWOLP,MDM,5/16/2013 13:20
10506,250,NA,South Weymouth,SWY,IBM::EST,35 Pleasant Street,NULL,South Weymouth,MA,2190,USA,781-277-5023,NULL,NASWY,MDM,7/9/2013 8:30
10558,80,MA,Dayton,DAY,IBM::EST,1050 Miamisburg Centerville RD,NULL,Dayton,OH,45459,USA,937.999.6880,NULL,MADAY,MDM,6/3/2015 7:37
10596,xNEW,SW,Fayetteville,FAY,new,3425 N College Ave,Ste A,Fayetteville,AR,72703,USA,NULL,NULL,SWFAY,MDM,7/16/2015 15:04
10393,322,SW,Bee Caves,BEE,ACS::CST,12601 Hill Country Boulevard,NULL,Bee Cave,TX,78738,USA,512.206.2730,NULL,SWBEE,MDM,11/1/2012 20:19
10384,320,SW,Arbor Trails,ABT,ACS::CST,4301 W William Cannon,Bldg B Ste. 800,Austin,TX,78749,USA,NULL,NULL,SWABT,MDM,11/1/2012 20:19
10119,518,MW,Lake Calhoun,CHN,IBM::CST,3060 Excelsior Blvd,NULL,Minneapolis,MN,55416,USA,612.927.8141,612.927.7996,MWCHN,MDM,5/16/2013 13:31
10166,441,MW,Galleria,GAL,IBM::CST,1601 S. Brentwood Blvd,NULL,St Louis,MO,63144,USA,314.968.7744,314.968.7734,MWGAL,MDM,11/1/2012 20:19
10043,4015,MW,Madison,MAD,IBM::CST,3313 University Ave,NULL,Madison,WI,53705,USA,608.233.9566,608.233.8066,MWMAD,saldanar,4/29/2008 9:50
10057,217,NE,Greenwich,GRW,IBM::EST,90 E. Putnam Ave,NULL,Greenwich,CT,6830,USA,203.661.0631,203.661.9375,NEGRW,MDM,4/25/2013 16:12
10090,211,NA,Bedford,BED,IBM::EST,170 Great Rd,NULL,Bedford,MA,1730,USA,781.275.8264,512.499.3801,NABED,MDM,4/25/2013 16:15
10091,2214,NA,Bellingham,BLH,IBM::EST,255 Hartford Ave,NULL,Bellingham,MA,2019,USA,508.966.3331,512.499.3802,NABLH,MDM,4/25/2013 16:16
10015,7004,NA,Brighton,BRI,IBM::EST,15 Washington St,NULL,Brighton,MA,2135,USA,617.738.8187,512.499.3803,NABRI,Karen.Sm,6/24/2010 17:56
10010,7003,NA,Cambridge,CAM,IBM::EST,115 Prospect St,NULL,Cambridge,MA,2139,USA,617.492.0070,617.492.5953,NACAM,blantona,2/26/2008 11:05
10113,216,NA,River Street,RVR,IBM::EST,340 River St,NULL,Cambridge,MA,2139,USA,617.876.6990,512.499.3819,NARVR,MDM,4/25/2013 16:19
10156,225,NA,Framingham,FRA,IBM::EST,575 Worcester Rd,NULL,Framingham,MA,1701,USA,508.628.9525,512.499.3810,NAFRA,MDM,4/25/2013 16:20
10026,7005,NA,Fresh Pond,FPD,IBM::EST,200 Alewife Brook Pkwy,NULL,Cambridge,MA,2138,USA,617.491.0040,512.499.3809,NAFPD,Karen.Sm,6/10/2010 10:48
10012,205,NA,Hadley,HAD,IBM::EST,327 Russel St/Route 9,NULL,Hadley,MA,1035,USA,413.586.9932,512.499.3812,NAHAD,MDM,4/19/2013 9:22
10013,7008,NA,Newton,NEW,IBM::EST,916 Walnut St,NULL,Newton,MA,2461,USA,617.969.1141,512.499.3815,NANEW,Karen.Sm,6/24/2010 17:57
10092,212,NA,Newtonville,NTV,IBM::EST,647 Washington St,NULL,Newtonville,MA,02458-1802,USA,617.965.2070,512.499.3816,NANTV,MDM,11/1/2012 20:19
10031,7007,NA,Symphony,SYM,IBM::EST,15 Westland Ave,NULL,Boston,MA,2115,USA,617.375.1010,512.499.3821,NASYM,Karen.Sm,6/24/2010 17:58
10093,213,NA,Wayland,WAY,IBM::EST,317 Boston Post Rd,NULL,Wayland,MA,1778,USA,508.358.7700,508.358.7515,NAWAY,MDM,4/25/2013 16:17
10011,7009,NA,Wellesley (Closed),WEL,CLOSED,278 Washington St,NULL,Wellesley Hills,MA,2481,USA,781.235.7262,781.431.9730,NAWEL,karen.smit,9/2/2011 13:41
10060,7010,NE,Millburn (Closed),MLB,CLOSED,187 Millburn Ave,NULL,Millburn,NJ,7041,USA,973.376.4668,973.376.8664,NEMLB,blantona,10/24/2008 17:24
10059,220,NE,Montclair,MNC,IBM::EST,701 Bloomfield Ave,NULL,Montclair,NJ,7042,USA,973.746.5110,973.746.8119,NEMNC,MDM,4/25/2013 16:13
10106,222,NE,Ridgewood,RDW,IBM::EST,44 Godwin Ave,NULL,Ridgewood,NJ,7450,USA,201.670.0383,201.670.3884,NERDW,MDM,5/19/2015 8:55
10102,221,NE,Edgewater,EGW,IBM::EST,905 River Road,NULL,Edgewater,NJ,7020,USA,201.941.4000,201.941.4085,NEEGW,MDM,4/25/2013 16:17
10063,219,NE,Manhasset,MHS,IBM::EST,2101 Northern Blvd,NULL,Manhasset,NY,11030,USA,516.869.8900,516.869.9250,NEMHS,MDM,11/1/2012 20:19
10131,223,NE,Chelsea,CHE,IBM::EST,250 7th Ave,NULL,New York,NY,10001,USA,212.924.5969,212.924.9923,NECHE,MDM,11/1/2012 20:19
10014,7012,NA,Providence,PRO,IBM::EST,261 Waterman St,NULL,Providence,RI,2906,USA,401.272.1690,512.499.3817,NAPRO,Karen.Sm,6/24/2010 17:58
10006,12,NC,Berkeley,BRK,CCP::PST,3000 Telegraph Ave,NULL,Berkeley,CA,94705,USA,510.649.1333,510.649.1474,NCBRK,MDM,6/8/2015 9:26
10033,37,NC,Campbell,CBL,IBM::PST,1690 South Bascom Ave,NULL,Campbell,CA,95008,USA,408.371.5000,408.371.8784,NCCBL,MDM,11/1/2012 20:19
10046,2003,NC,Cupertino (closed),CPT,CLOSED,20830 Stevens Creek Blvd,NULL,Cupertino,CA,95014,USA,408.257.7000,408.257.1475,NCCPT,speram,8/20/2007 10:52
10044,410,NC,Franklin,FRK,IBM::PST,1765 California St,NULL,San Francisco,CA,94109,USA,415.674.0500,415.674.0505,NCFRK,MDM,11/1/2012 20:19
10122,403,NC,Fresno,FRS,IBM::PST,650 W. Shaw Ave,NULL,Fresno,CA,93704,USA,559.241.0300,559.241.7040,NCFRS,MDM,11/1/2012 20:19
10027,14,NC,Los Gatos,LGT,IBM::PST,15980 Los Gatos Blvd,NULL,Los Gatos,CA,95032,USA,408.358.4434,408.358.4433,NCLGT,MDM,11/1/2012 20:19
10009,2006,NC,Mill Valley,MLV,IBM::PST,414 Miller Ave,NULL,Mill Valley,CA,94941,USA,415.381.1200,415.381.1036,NCMLV,blantona,9/3/2008 16:14
10087,246,NC,Monterey,MRY,IBM::PST,800 Del Monte Center,NULL,Monterey,CA,93940,USA,831.333.1600,831.333.1660,NCMRY,MDM,11/1/2012 20:19
10005,11,NC,Palo Alto,PAL,IBM::PST,774 Emerson St,NULL,Palo Alto,CA,94301,USA,650.326.8676,650.326.0539,NCPAL,MDM,11/1/2012 20:19
10138,400,NC,Petaluma,PET,IBM::PST,621 E. Washington St,NULL,Petaluma,CA,94952,USA,707.762.9352,707.762.8709,NCPET,MDM,11/1/2012 20:19
10071,45,NC,San Rafael,SRF,CCP::PST,340 Third St,NULL,San Rafael,CA,94901,USA,415.451.6333,415.451.6344,NCSRF,MDM,5/27/2015 12:21
10126,248,NC,San Ramon,RAM,CCP::PST,The Shops at Bishop Ranch,100 Sunset Drive,San Ramon,CA,94583,USA,925.355.9000,925.242.8095,NCRAM,MDM,6/15/2015 8:22
10139,401,NC,Santa Rosa,SRS,IBM::PST,1181 Yulupa Ave,NULL,Santa Rosa,CA,95405,USA,707.575.7915,707.575.8074,NCSRS,MDM,11/1/2012 20:19
10137,402,NC,Sebastopol,SEB,IBM::PST,6910 McKinley St,NULL,Sebastopol,CA,95472,USA,707.829.9801,707.829.8074,NCSEB,MDM,5/16/2013 13:32
10101,480,NC,Walnut Creek,WAL,CCP::PST,1333 E. Newell Ave,NULL,Walnut Creek,CA,94596,USA,925.274.9700,925.274.9750,NCWAL,MDM,5/4/2015 9:32
10103,247,PN,Roosevelt Square,RSQ,IBM::PST,1026 NE 64th Street,NULL,Seattle,WA,98115,USA,206.985.1500,206.985.8500,PNRSQ,MDM,11/1/2012 20:19
10022,1004,SP,Beverly Hills,BVH,RTX::PST,239 North Crescent Dr,NULL,Beverly Hills,CA,90210,USA,310.274.3360,310.274.8149,SPBVH,blantona,4/29/2009 11:28
10074,114,SP,Brentwood,BRT,RTX::PST,11737 San Vicente Blvd,NULL,Los Angeles,CA,90049,USA,310.826.4433,310.826.6653,SPBRT,MDM,5/16/2013 13:37
10097,1015,SP,Costa Mesa (closed),CMS,CLOSED,1870 Harbor Blvd,NULL,Costa Mesa,CA,92627,USA,949.574.3800,949.574.3810,SPCMS,kaluzaj,6/8/2004 13:00
10021,1003,SP,Glendale (closed),GLD,CLOSED,826 North Glendale Ave,NULL,Glendale,CA,91206,USA,818.240.9350,818.240.2681,SPGLD,kaluzaj,6/15/2005 10:44
10072,113,SP,Hillcrest,HIL,CCP::PST,711 University Ave,NULL,San Diego,CA,92103,USA,619.294.2800,619.294.2830,SPHIL,menezesma,1/19/2015 10:51
10066,112,SP,La Jolla,LAJ,CCP::PST,8825 Villa La Jolla Dr,NULL,La Jolla,CA,92037,USA,858.642.6700,512.499.7106,SPLAJ,menezesma,3/30/2015 19:05
10024,1006,SP,Redondo Beach,RDB,RTX::PST,405 North Pacific Coast Hwy,NULL,Redondo Beach,CA,90277,USA,310.376.6931,310.376.7651,SPRDB,blantona,9/16/2008 17:05
10175,124,SP,Porter Ranch,PTR,RTX::PST,19340 Rinaldi St,NULL,Northridge,CA,91326,USA,818.363.3933,818.363.2940,SPPTR,MDM,11/1/2012 20:19
10020,104,SP,Sherman Oaks,SHO,RTX::PST,12905 Riverside Dr,NULL,Sherman Oaks,CA,91423,USA,818.762.5548,818.762.0406,SPSHO,MDM,5/16/2013 13:38
10038,110,SP,Sherman Oaks West,SHW,RTX::PST,4520 N. Sepulveda Blvd,NULL,Sherman Oaks,CA,91403,USA,818.382.3700,512.499.7101,SPSHW,MDM,11/1/2012 20:19
10023,1005,SP,ThousandOaks(closed),THO,CLOSED,451 Avenida de los Arboles,NULL,Thousand Oaks,CA,91360,USA,805.492.5340,805.493.0553,SPTHO,kaluzaj,6/15/2005 10:44
10105,119,SP,Torrance,TOR,RTX::PST,2655 Pacific Coast Hwy,NULL,Torrance,CA,90505,USA,310.257.8700,310.257.8710,SPTOR,MDM,11/1/2012 20:19
10037,1007,SP,Tustin(closed),TUS,CLOSED,14945 Holt Ave,NULL,Tustin,CA,92780,USA,714.731.3400,714.505.7160,SPTUS,knizej,12/11/2007 7:20
10432,424,NC,Ocean,OCN,IBM::PST,1150 Ocean Avenue,NULL,San Francisco,CA,94112,USA,415.333.7400,415.333.7410,NCOCN,knizej,8/29/2012 9:13
10561,10561,SO,Hilton Head Island,HHI,IBM::EST,50 Shelter Cove Lane Suite R,NULL,Hilton Head Island,SC,29928,USA,843-842-0700,NULL,SOHHI,MDM,7/30/2014 11:18
10520,10520,SO,Kenilworth,KNW,IBM::EST,4 South Tunnel Road ,Suite 100,Asheville,NC,28805,USA,828-239-9604,NULL,SOKNW,MDM,8/26/2014 8:34
10550,10550,SO,Augusta,AGS,IBM::EST,2907 Washington Road Bldg 100,Bldg 100,Augusta,GA,30909,USA,762-333-0260,NULL,SOAGS,MDM,3/12/2015 16:10
10543,10543,SO,Lake Norman,LKN,IBM::EST,9129 Sam Furr Road,NULL,Huntersville,NC,28078,USA,707-765-3735,NULL,SOLKN,MDM,11/4/2014 8:36
10488,10488,SO,Avalon,AVL,IBM::EST,2800 Old Milton Parkway,NULL,Alpharetta,GA,30009,USA,678-534-3138,NULL,SOAVL,MDM,10/14/2014 8:32
254,NULL,NA,Ink Blob,INB,CLOSED,348 Harrison Ave,NULL,Boston,MA,2118,USA,617 904 1000,617 904 1010,NAINB,MDM,4/30/2015 12:17
10359,145,SP,Palm Desert,PMD,RTX::PST,44-459 Town Center Way,NULL,Palm Desert,CA,92260,USA,760-797-8200,NULL,SPPMD,MDM,11/11/2014 13:08
10536,169,SP,Playa Vista,PLV,RTX::PST,12746 Jefferson Blvd,NULL,Playa Vista,CA,90094,USA,310-862-9900,NULL,SPPLV,MDM,7/21/2015 9:40
10469,166,SP,Oracle 2,ORL,RTX::MST,7133 N Oracle Road,NULL,Tucson,AZ,85704,USA,520-352-0111,NULL,SPORL,MDM,8/19/2014 14:00
10513,254,NA,Ink Block,INK,IBM::EST,348 Harrison Ave,NULL,Boston,MA,2118,USA,617-904-1000,617-904-1010,NAINK,MDM,1/9/2015 8:02
10518,290,NE,Upper East Side,UES,IBM::EST,1551 3rd Avenue,NULL,New York,NY,10128,USA,646-891-3888,NULL,NEUES,MDM,2/18/2015 8:39
10484,xNEW,MA,Rocky River,RRO,new,19607 Detroit Road,NULL,Rocky River,OH,44116,USA,NULL,NULL,MARRO,MDM,6/10/2015 16:02
20030,NULL,SP,Vernon,SCD,NULL,5000 Pacific Blvd,NULL,Vernon,CA,90058,USA,323-277-5800,NULL,SPSCD,MDM,9/7/2015 11:26
10572,585,MW,West Loop,WLP,IBM::CST,1 N. Halsted Street,NULL,Chicago,IL,60661,USA,312-207-8400,NULL,MWWLP,MDM,3/25/2015 8:12
10573,589,MW,Willowbrook,WBR,IBM::CST,6300 S. Robert Kingery Highway,NULL,Willowbrook,IL,60527,USA,630-655-5000,NULL,MWWBR,MDM,9/8/2015 12:12
